ID,Site,Mail_Consent,Email_Consent,Tier,City,Country,Age,Age_Group,Gender,Twelve_Month_ADT,Six_Month_ADT,Three_Month_ADT,One_Month_ADT,Twelve_Month_Theo_NW,Six_Month_Theo_NW,Three_Month_Theo_NW,One_Month_Theo_NW,Twelve_Month_Actual_NW,Six_Month_Actual_NW,Three_Month_Actual_NW,One_Month_Actual_NW,Twelve_Month_Trips,Six_Month_Trips,Three_Month_Trips,One_Month_Trips,Number_of_Comps_Taken_12_Months,Value_of_Comps_Taken_12_Months,Twelve_Month_Net_Comp ,Number_of_Comps_Taken_3_Months,Value_of_Comps_Taken_3_Months,Three_Month_Net_Comp ,Number_of_Comps_Taken_1_Month,Value_of_Comps_Taken_1_Month,One_Month_Net_Comp ,Lapse
792064,WB,N,Y,SILVER ,MARKHAM,Canada,66,59-66,MALE  ,312.7395052,298.7699328,372.705777,359.7268165,1876.437031,1195.079731,1118.117331,719.453633,-133.82,509.18,665.18,808.22,6,4,3,2,5,132,18.11496248,2,44,45.44938648,2,44,13.55629064,No Lapse
792071,WB,Y,Y,SILVER ,TORONTO,Canada,48,43-50,FEMALE,727.9746344,817.586805,1093.35001,1093.35001,6551.77171,1635.17361,1093.35001,1093.35001,8916.26,2721.26,1398.26,1398.26,9,2,1,1,0,0,524.1417368,0,0,87.4680008,0,0,87.4680008,No Lapse
792082,WB,Y,N,SILVER ,MISSISSAUGA,Canada,67,67-74,FEMALE,332.2446625,0,0,0,2657.9573,0,0,0,2980,0,0,0,8,0,0,0,0,0,212.636584,0,0,0,0,0,0,6 Month Lasped
792089,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,38,35-42,FEMALE,703.3604569,792.6728209,934.4522973,775.5857237,30244.49965,24572.85745,17754.59365,6980.271513,33857.22,22184.22,12560.22,6543.97,43,31,19,9,23,627,1792.559972,10,254,1166.367492,6,140,418.421721,No Lapse
792103,WB,N,N,GOLD   ,MARKHAM,Canada,49,43-50,MALE  ,333.948925,333.948925,268.8416667,278.3065,1335.7957,1335.7957,806.525,556.613,-228.5,-228.5,-754.5,-1098.25,4,4,3,2,3,70,36.863656,1,30,34.522,1,30,14.52904,No Lapse
792123,WB,Y,Y,GOLD   ,WHITBY,Canada,63,59-66,MALE  ,391.6953333,35.6376,46.5744,0,25851.892,71.2752,46.5744,0,25960,200,115,0,66,2,1,0,3,146,1922.15136,1,60,-56.274048,0,0,0,1 Month Lapsed
792150,WB,N,Y,GOLD   ,TORONTO,Canada,44,43-50,MALE  ,847.5279285,897.4301771,637.433556,492.1734267,55936.84328,43974.07868,3187.16778,1476.52028,47091.22,40352.22,1878.22,-109.78,66,49,5,3,114,3483,991.9474624,5,294,-39.0265776,2,45,73.1216224,No Lapse
792155,WB,Y,Y,GOLD   ,RICHMOND HILL,Canada,68,67-74,FEMALE,512.5589935,573.6779341,605.9223369,644.0116133,40492.16049,16636.66009,9694.75739,3864.06968,44221.7,14454.7,10505.7,4249.5,79,29,16,6,56,1890,1349.372839,7,166,609.5805912,4,100,209.1255744,No Lapse
792163,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,55,51-58,FEMALE,264.2904667,333.4565611,350.3975833,0,10307.3282,6002.2181,2102.3855,0,10047,5248,541,0,39,18,6,0,0,0,824.586256,0,0,168.19084,0,0,0,1 Month Lapsed
792176,WB,Y,N,GOLD   ,ETOBICOKE,Canada,76,75+,MALE  ,639.71615,786.4949,0,0,8956.0261,1572.9898,0,0,4764,-63,0,0,14,2,0,0,12,553,163.482088,0,0,0,0,0,0,3 Month Lapsed
792183,WB,N,Y,GOLD   ,BRAMPTON,Canada,35,35-42,MALE  ,396.5447564,409.6512491,444.189427,273.523126,5551.626589,4915.814989,3109.325989,273.523126,-1214.35,-2497.35,2633.65,1060.41,14,12,7,1,11,165,279.1301271,6,90,158.7460791,1,15,6.88185008,No Lapse
792189,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,53,51-58,FEMALE,487.7103,487.7103,0,0,487.7103,487.7103,0,0,695,695,0,0,1,1,0,0,0,0,39.016824,0,0,0,0,0,0,3 Month Lapsed
792192,WB,Y,Y,GOLD   ,NORTH YORK,Canada,44,43-50,FEMALE,255.6212,255.6212,0,0,255.6212,255.6212,0,0,-2060,-2060,0,0,1,1,0,0,0,0,20.449696,0,0,0,0,0,0,3 Month Lapsed
792209,WB,Y,N,GOLD   ,WATERDOWN,Canada,37,35-42,FEMALE,255.244552,273.23158,273.23158,267.6928,1276.22276,546.46316,546.46316,267.6928,689.97,-42.03,-42.03,-194.92,5,2,2,1,0,0,102.0978208,0,0,43.7170528,0,0,21.415424,No Lapse
792219,WB,Y,Y,GOLD   ,KITCHENER,Canada,75,75+,MALE  ,251.9693059,251.9693059,280.4682084,0,2519.693059,2519.693059,1963.277459,0,3418.53,3418.53,2712.53,0,10,10,7,0,0,0,201.5754447,0,0,157.0621967,0,0,0,1 Month Lapsed
792223,WB,N,N,GOLD   ,WOODBRIDGE,Canada,65,59-66,FEMALE,146.0282742,153.1931855,158.0272043,151.51106,16647.22326,9957.55706,5847.00656,1818.13272,11732.1,5621.1,2559.1,2208.81,114,65,37,12,78,1356,-24.2221392,20,378,89.7605248,7,136,9.4506176,No Lapse
792225,WB,N,Y,GOLD   ,SCARBOROUGH,Canada,59,59-66,MALE  ,1032.240611,900.5107152,1080.746834,1889.357324,137288.0013,46826.55719,34583.89869,28340.35986,228214.97,104924.97,86263.97,68737.12,133,52,32,15,190,4603,6380.040103,33,709,2057.711895,26,530,1737.228788,No Lapse
792227,WB,N,N,GOLD   ,ETOBICOKE,Canada,47,43-50,FEMALE,247.592012,247.592012,247.592012,247.592012,495.184024,495.184024,495.184024,495.184024,1030.87,1030.87,1030.87,1030.87,2,2,2,2,1,22,17.61472192,1,22,17.61472192,1,22,17.61472192,No Lapse
792231,WB,N,N,SILVER ,MISSISSAUGA,Canada,37,35-42,MALE  ,419.5350868,349.7875288,293.284386,0,11746.98243,2798.30023,1466.42193,0,20877.54,7581.54,5095.54,0,28,8,5,0,0,0,939.7585944,0,0,117.3137544,0,0,0,1 Month Lapsed
792232,WB,Y,N,GOLD   ,INNISFIL,Canada,68,67-74,FEMALE,288.6372903,269.4592382,202.93137,202.311675,10390.94245,4580.80705,1014.65685,404.62335,14042.75,3402.75,2596.75,747.75,36,17,5,2,32,743,88.275396,5,120,-38.827452,1,15,17.369868,No Lapse
792235,WB,Y,N,GOLD   ,NORTH YORK,Canada,66,59-66,FEMALE,575.3217348,499.4691614,485.5813813,531.9629,32218.01715,10988.32155,3884.65105,1063.9258,43696.6,15492.6,6476.6,1225,56,22,8,2,42,602,1975.441372,5,75,235.772084,2,30,55.114064,No Lapse
792239,WB,N,N,GOLD   ,BRAMPTON,Canada,44,43-50,MALE  ,1030.433875,928.849,0,0,4121.7355,1857.698,0,0,5955,2692,0,0,4,2,0,0,0,0,329.73884,0,0,0,0,0,0,3 Month Lapsed
792241,WB,Y,N,SILVER ,MISSISSAUGA,Canada,65,59-66,FEMALE,372.61875,280.4285,0,0,745.2375,280.4285,0,0,1102,801,0,0,2,1,0,0,0,0,59.619,0,0,0,0,0,0,3 Month Lapsed
792242,WB,N,N,GOLD   ,NORTH YORK,Canada,34,27-34,MALE  ,318.2532,318.2532,318.2532,318.2532,318.2532,318.2532,318.2532,318.2532,714.26,714.26,714.26,714.26,1,1,1,1,0,0,25.460256,0,0,25.460256,0,0,25.460256,No Lapse
792244,WB,N,N,GOLD   ,OAKVILLE,Canada,50,43-50,MALE  ,1470.625275,335.7376625,335.7376625,0,4411.875825,671.475325,671.475325,0,5997.25,147.25,147.25,0,3,2,2,0,2,58,294.950066,1,28,25.718026,0,0,0,1 Month Lapsed
792246,WB,Y,N,SILVER ,MISSISSAUGA,Canada,62,59-66,FEMALE,480.5986633,403.5776131,379.1658636,409.244384,11534.36792,3632.198518,1895.829318,818.488768,14024.47,8458.47,2263.47,2054.46,24,9,5,2,24,617,305.7494334,4,104,47.66634544,2,52,13.47910144,No Lapse
792250,WB,N,Y,GOLD   ,ETOBICOKE,Canada,34,27-34,FEMALE,638.785953,965.4302096,1097.562362,1176.075496,10220.57525,4827.151048,4390.249448,2352.150992,14051.6,5448.6,4748.6,757.29,16,5,4,2,8,335,482.6460198,2,82,269.2199558,1,60,128.1720794,No Lapse
792274,WB,Y,N,GOLD   ,TORONTO,Canada,61,59-66,MALE  ,337.4390818,531.0532836,614.0996338,252.447033,13497.56327,10621.06567,6755.095972,504.894066,12055.04,8640.04,9912.04,1568.61,40,20,11,2,19,666,413.8050618,7,344,196.4076778,4,211,-170.6084747,No Lapse
792275,WB,Y,N,GOLD   ,NORTH YORK,Canada,62,59-66,FEMALE,501.482424,483.7928333,466.73375,561.285,12537.0606,5805.514,2800.4025,1122.57,17243,7991,174,1935,25,12,6,2,21,848,154.964848,3,185,39.0322,0,0,89.8056,No Lapse
792277,WB,Y,Y,GOLD   ,THUNDER BAY,Canada,56,51-58,FEMALE,684.7799825,688.0067558,616.8814791,0,40402.01897,25456.24997,9870.103666,0,33832.43,25842.43,8636.43,0,59,37,16,0,23,1319,1913.161517,4,620,169.6082933,1,515,-515,1 Month Lapsed
792284,WB,Y,N,GOLD   ,BRAMPTON,Canada,64,59-66,FEMALE,363.5970667,375.85465,0,0,3272.3736,751.7093,0,0,14514,2239,0,0,9,2,0,0,11,202,59.789888,0,0,0,0,0,0,3 Month Lapsed
792287,WB,Y,N,GOLD   ,STRATHROY,Canada,71,67-74,FEMALE,235.2623,235.2623,0,0,235.2623,235.2623,0,0,649,649,0,0,1,1,0,0,0,0,18.820984,0,0,0,0,0,0,3 Month Lapsed
792292,WB,N,Y,SILVER ,TORONTO,Canada,55,51-58,FEMALE,366.5348676,326.9857393,436.214058,0,9163.37169,4904.78609,2181.07029,0,10499.67,6559.67,3349.67,0,25,15,5,0,10,315,418.0697352,3,98,76.4856232,0,0,0,1 Month Lapsed
792293,WB,Y,N,GOLD   ,WOODBRIDGE,Canada,55,51-58,FEMALE,457.2074443,459.3441559,491.3737966,385.6262941,58522.55287,40881.62987,18672.20427,3085.010353,65171.03,43808.03,30512.03,8370.68,128,89,38,8,199,3995,686.8042297,67,1452,41.77634168,13,369,-122.1991718,No Lapse
792301,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,65,59-66,FEMALE,71.02920534,68.48828374,74.69455136,72.84771944,13637.60743,7054.293225,4108.200325,1311.25895,7525.77,3385.77,-118.23,966.5,192,103,55,18,4,140,951.008594,0,0,328.656026,0,0,104.900716,No Lapse
792302,WB,N,Y,GOLD   ,COLLINGWOOD,Canada,65,59-66,FEMALE,1007.8615,1007.8615,1007.8615,0,1007.8615,1007.8615,1007.8615,0,-3179.75,-3179.75,-3179.75,0,1,1,1,0,0,0,80.62892,0,0,80.62892,0,0,0,1 Month Lapsed
792325,WB,Y,Y,GOLD   ,OWEN SOUND,Canada,44,43-50,MALE  ,376.776793,332.8149917,303.7913975,273.399559,12056.85738,4992.224875,3037.913975,1366.997795,18023.66,8177.66,5126.66,2887.98,32,15,10,5,1,22,942.54859,1,22,221.033118,1,22,87.3598236,No Lapse
792332,WB,N,N,GOLD   ,VAUGHAN,Canada,68,67-74,MALE  ,720.497408,817.6878236,977.6606205,840.8238313,20173.92743,14718.38083,10754.26683,3363.295325,17140.06,9892.06,1640.06,-381.19,28,18,11,4,31,614,999.914194,11,311,549.341346,5,146,123.063626,No Lapse
792349,WB,Y,Y,GOLD   ,MARKHAM,Canada,56,51-58,MALE  ,768.6706286,566.13345,0,0,5380.6944,1132.2669,0,0,9165,3036,0,0,7,2,0,0,12,424,6.455552,0,0,0,0,0,0,3 Month Lapsed
792351,WB,Y,N,GOLD   ,HAMILTON,Canada,71,67-74,MALE  ,405.904234,381.1948855,404.020814,346.54325,5276.755042,1524.779542,1212.062442,346.54325,2463.34,1726.34,985.34,178.37,13,4,3,1,12,172,250.1404034,1,15,81.96499536,1,15,12.72346,No Lapse
792355,WB,Y,Y,GOLD   ,BRAMPTON,Canada,60,59-66,MALE  ,213.0679409,236.2301984,208.7583478,355.1211673,5113.630582,2598.532182,1670.066782,1065.363502,6462.97,3212.97,2763.97,537.59,24,11,8,3,17,360,49.09044656,2,40,93.60534256,2,40,45.22908016,No Lapse
792356,WB,N,Y,GOLD   ,OAKVILLE,Canada,56,51-58,MALE  ,532.1588714,0,0,0,3725.1121,0,0,0,2051,0,0,0,7,0,0,0,0,0,298.008968,0,0,0,0,0,0,6 Month Lasped
792372,WB,N,Y,GOLD   ,MISSISSAUGA,Canada,40,35-42,MALE  ,302.0653,0,0,0,302.0653,0,0,0,620,0,0,0,1,0,0,0,1,15,9.165224,0,0,0,0,0,0,6 Month Lasped
792373,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,61,59-66,FEMALE,190.0581617,226.4899508,251.2445246,254.5989369,21096.45595,14948.33675,11808.49265,3309.78618,21930.21,14745.21,9857.21,1577.41,111,66,47,13,44,1326,361.7164763,17,646,298.6794123,5,272,-7.2171056,No Lapse
792374,WB,Y,N,SILVER ,TORONTO,Canada,59,59-66,MALE  ,267.9589,0,0,0,535.9178,0,0,0,614,0,0,0,2,0,0,0,0,0,42.873424,0,0,0,0,0,0,6 Month Lasped
792376,WB,N,N,REWARDS,MARKHAM,Canada,37,35-42,MALE  ,384.7325545,403.3666525,310.090414,523.522755,16928.2324,7663.966398,2170.632898,1047.04551,12913.84,5317.84,2523.84,171.12,44,19,7,2,35,1133,221.2585918,4,94,79.65063184,1,20,63.7636408,No Lapse
792377,WB,N,N,GOLD   ,TORONTO,Canada,51,51-58,FEMALE,2172.962311,2176.556695,2132.485127,1820.296967,80399.6055,41354.5772,23457.3364,5460.8909,255142.75,95000.75,45865.75,21179.5,37,19,11,3,5,1070,5361.96844,2,30,1846.586912,1,15,421.871272,No Lapse
792378,WB,N,Y,GOLD   ,MAPLE,Canada,61,59-66,FEMALE,1531.952772,1371.938611,1352.533274,1738.898764,125620.1273,61737.23748,32460.79858,8694.49382,125739.36,58894.36,6742.36,17776.7,82,45,24,5,0,0,10049.61018,0,0,2596.863886,0,0,695.5595056,No Lapse
792389,WB,N,Y,GOLD   ,NORTH YORK,Canada,67,67-74,FEMALE,655.5562833,836.0020444,0,0,7866.6754,7524.0184,0,0,-2944,-2887,0,0,12,9,0,0,2,104,525.334032,0,0,0,0,0,0,3 Month Lapsed
792400,WB,Y,N,GOLD   ,YORK,Canada,66,59-66,FEMALE,297.5391833,304.8795616,260.3409359,171.0551615,8331.097131,6097.591231,3124.091231,684.220646,8567.96,9015.96,5993.96,1815.25,28,20,12,4,10,467,199.4877705,5,244,5.92729848,1,30,24.73765168,No Lapse
792408,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,53,51-58,FEMALE,381.39055,421.1195,0,0,762.7811,421.1195,0,0,1681,1402,0,0,2,1,0,0,0,0,61.022488,0,0,0,0,0,0,3 Month Lapsed
792418,WB,Y,Y,GOLD   ,NORTH YORK,Canada,55,51-58,FEMALE,543.89845,0,0,0,1087.7969,0,0,0,2402,0,0,0,2,0,0,0,0,0,87.023752,0,0,0,0,0,0,6 Month Lasped
792419,WB,N,N,GOLD   ,HAMILTON,Canada,68,67-74,FEMALE,292.12769,292.12769,292.12769,0,292.12769,292.12769,292.12769,0,-727.93,-727.93,-727.93,0,1,1,1,0,0,0,23.3702152,0,0,23.3702152,0,0,0,1 Month Lapsed
792422,WB,Y,N,REWARDS,NORTH YORK,Canada,51,51-58,MALE  ,359.7217469,434.884111,517.488198,586.0410222,36331.89644,21309.32144,16042.13414,5274.3692,33544.33,21502.33,15610.33,4584.86,101,49,31,9,0,0,2906.551715,0,0,1283.370731,0,0,421.949536,No Lapse
792427,WB,Y,Y,GOLD   ,TORONTO,Canada,70,67-74,MALE  ,163.3562049,103.7196684,97.82256962,98.98947407,53580.8352,16387.7076,7727.983,2672.7158,255193.6,142019.6,58263.6,19144.75,328,158,79,27,188,3657,629.466816,12,403,215.23864,6,124,89.817264,No Lapse
792428,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,69,67-74,FEMALE,274.0153063,274.0153063,263.0110696,447.7575,8768.4898,8768.4898,6049.2546,2686.545,8903,8903,8089,3445,32,32,23,6,36,692,9.479184,22,412,71.940368,11,229,-14.0764,No Lapse
792431,WB,Y,N,GOLD   ,OAKVILLE,Canada,57,51-58,MALE  ,604.9604,547.5339,871.8328,0,1814.8812,1095.0678,871.8328,0,-2155,-2263,-2538,0,3,2,1,0,1,40,105.190496,1,40,29.746624,0,0,0,1 Month Lapsed
792434,WB,Y,Y,SILVER ,TORONTO,Canada,55,51-58,FEMALE,239.5868081,275.3784138,310.6259795,251.221786,8145.951475,5507.568275,3416.885775,1004.887144,3602.4,-791.6,-1175.6,-1735.29,34,20,11,4,3,148,503.676118,1,72,201.350862,0,0,80.39097152,No Lapse
792435,WB,Y,Y,GOLD   ,MARKHAM,Canada,47,43-50,MALE  ,599.7928598,626.9475048,694.2708917,582.5222492,27590.47155,19435.37265,12496.87605,3495.133495,20570.95,14836.95,685.95,13842.57,46,31,18,6,50,1790,417.237724,16,617,382.750084,4,240,39.6106796,No Lapse
792437,WB,Y,Y,GOLD   ,WOODBRIDGE,Canada,66,59-66,FEMALE,172.8586521,177.8877561,200.9611941,214.6203638,3457.173041,2668.316341,2009.611941,1287.722183,7083.39,5463.39,4229.39,2144.69,20,15,10,6,9,233,43.57384328,3,55,105.7689553,1,30,73.01777464,No Lapse
792442,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,55,51-58,FEMALE,268.8718,268.8718,0,0,537.7436,537.7436,0,0,-405,-405,0,0,2,2,0,0,2,30,13.019488,0,0,0,0,0,0,3 Month Lapsed
792452,WB,N,N,GOLD   ,MISSISSAUGA,Canada,61,59-66,FEMALE,1219.873,0,0,0,1219.873,0,0,0,2851,0,0,0,1,0,0,0,1,107,-9.41016,0,0,0,0,0,0,6 Month Lasped
792487,WB,N,Y,GOLD   ,MARKHAM,Canada,45,43-50,MALE  ,769.2910185,684.5813547,551.322423,736.7022,26155.89463,11637.88303,5513.22423,2210.1066,40461.89,13413.89,5222.89,3511.75,34,17,10,3,19,1321,771.4715704,4,233,208.0579384,2,148,28.808528,No Lapse
792506,WB,Y,N,GOLD   ,TORONTO,Canada,58,51-58,FEMALE,270.5683788,239.0896033,223.9743621,559.3202417,6764.20947,5020.88167,3135.64107,1677.960725,6937.36,4242.36,272.36,267.62,25,21,14,3,15,389,152.1367576,6,146,104.8512856,1,30,104.236858,No Lapse
792507,WB,N,Y,SILVER ,MISSISSAUGA,Canada,45,43-50,MALE  ,578.548491,401.8340275,362.5703033,136.3072,5785.48491,1607.33611,1087.71091,136.3072,8696.03,4159.03,2641.03,564.7,10,4,3,1,0,0,462.8387928,0,0,87.0168728,0,0,10.904576,No Lapse
792514,WB,Y,N,GOLD   ,BRAMPTON,Canada,64,59-66,MALE  ,353.2445667,418.6434,419.03925,0,4238.9348,2093.217,1676.157,0,1365.85,271.85,34.85,0,12,5,4,0,9,132,207.114784,1,15,119.09256,0,0,0,1 Month Lapsed
792525,WB,Y,Y,SILVER ,BRAMPTON,Canada,64,59-66,MALE  ,422.8086673,459.7422733,512.5527256,445.124175,21563.24203,11493.55683,6663.185433,1780.4967,15981.73,8343.73,4605.73,1789.7,51,25,13,4,2,51,1674.059363,0,0,533.0548346,0,0,142.439736,No Lapse
792546,WB,N,N,GOLD   ,BRAMPTON,Canada,72,67-74,MALE  ,450.5112345,440.1403225,440.1403225,316.0857703,10812.26963,8362.666128,8362.666128,3793.029243,9560.78,10650.78,10650.78,3193.51,24,19,19,12,0,0,864.9815702,0,0,669.0132902,0,0,303.4423394,No Lapse
792549,WB,N,Y,SILVER ,MISSISSAUGA,Canada,32,27-34,FEMALE,567.754375,511.3122625,326.012025,0,5677.54375,2045.24905,652.02405,0,4143.92,2773.92,997.92,0,10,4,2,0,4,246,208.2035,1,104,-51.838076,0,0,0,1 Month Lapsed
792552,WB,N,N,GOLD   ,BRAMPTON,Canada,44,43-50,MALE  ,294.7909913,195.6449,0,0,6780.1928,195.6449,0,0,7792,541,0,0,23,1,0,0,13,467,75.415424,0,0,0,0,0,0,3 Month Lapsed
792562,WB,Y,N,GOLD   ,ETOBICOKE,Canada,61,59-66,MALE  ,268.2990683,268.2990683,268.2990683,0,804.897205,804.897205,804.897205,0,-2041.57,-2041.57,-2041.57,0,3,3,3,0,1,20,44.3917764,1,20,44.3917764,0,0,0,1 Month Lapsed
792565,WB,Y,N,GOLD   ,AJAX,Canada,41,35-42,MALE  ,561.0341377,559.2321599,461.0422644,380.5861534,30295.84344,13421.57184,5993.549437,1902.930767,29991.71,15297.71,9047.71,2825.05,54,24,13,5,22,1395,1028.667475,7,364,115.483955,4,186,-33.76553864,No Lapse
792603,WB,N,Y,REWARDS,BRAMPTON,Canada,50,43-50,MALE  ,267.7807567,302.4661304,265.9303013,192.86781,27581.41794,23289.89204,7977.90904,2507.28153,43255.3,36396.3,11623.3,2368.75,103,77,30,13,67,2376,-169.4865648,19,838,-199.7672768,4,96,104.5825224,No Lapse
792623,WB,Y,Y,GOLD   ,TORONTO,Canada,61,59-66,FEMALE,515.1242674,453.7145629,463.8037859,387.618314,38119.19579,13611.43689,6957.056788,1938.09157,10080.99,13161.99,9067.99,3317.1,74,30,15,5,18,270,2779.535663,4,60,496.564543,3,45,110.0473256,No Lapse
792626,WB,Y,N,REWARDS,TORONTO,Canada,83,75+,FEMALE,233.5590286,241.9687,223.11765,60.2107,4904.7396,1935.7496,446.2353,60.2107,10885.5,2587.5,794.5,-310.5,21,8,2,1,4,180,212.379168,0,0,35.698824,0,0,4.816856,No Lapse
792632,WB,Y,N,GOLD   ,MISSISSAUGA,Canada,60,59-66,FEMALE,975.435223,1051.214105,846.8320007,785.5591367,51698.06682,43099.77832,24558.12802,9426.70964,43825.19,28086.19,12700.19,4562.97,53,41,29,12,62,1543,2592.845346,29,476,1488.650242,16,251,503.1367712,No Lapse
792642,WB,Y,Y,GOLD   ,TORONTO,Canada,50,43-50,MALE  ,879.8423833,879.8423833,879.8423833,879.8423833,15837.1629,15837.1629,15837.1629,15837.1629,10725.75,10725.75,10725.75,10725.75,18,18,18,18,17,329,937.973032,17,329,937.973032,17,329,937.973032,No Lapse
792645,WB,Y,N,GOLD   ,NORTH YORK,Canada,65,59-66,FEMALE,187.0027981,232.6845206,170.7170689,258.504732,15708.23504,8376.64274,3072.90724,1034.018928,14051.43,7753.43,6615.43,1763.63,84,36,18,4,5,90,1166.658803,0,0,245.8325792,0,0,82.72151424,No Lapse
792651,WB,Y,N,SILVER ,GUELPH,Canada,65,59-66,FEMALE,272.1701392,272.1701392,272.723832,329.3204,1360.850696,1360.850696,818.171496,329.3204,3000.51,3000.51,1955.51,362.57,5,5,3,1,0,0,108.8680557,0,0,65.45371968,0,0,26.345632,No Lapse
792662,WB,Y,Y,REWARDS,TORONTO,Canada,95,75+,FEMALE,300.0293477,165.7029928,229.3090871,127.526927,8700.851084,2651.247884,2063.781784,255.053854,1982.12,3660.12,2039.12,-173.37,29,16,9,2,15,387,309.0680867,2,30,135.1025427,1,15,5.40430832,No Lapse
792664,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,51,51-58,MALE  ,273.6814525,273.6814525,273.6814525,0,1094.72581,1094.72581,1094.72581,0,-803.67,-803.67,-803.67,0,4,4,4,0,0,0,87.5780648,0,0,87.5780648,0,0,0,1 Month Lapsed
792684,WB,Y,N,SILVER ,SUDBURY,Canada,62,59-66,FEMALE,1115.158255,1093.887811,1299.708214,2380.197,24533.4816,9844.9903,9097.9575,7140.591,77764,-5929,-11561,-8171,22,9,7,3,3,218,1744.678528,0,0,727.8366,0,0,571.24728,No Lapse
792685,WB,Y,N,SILVER ,TORONTO,Canada,76,75+,FEMALE,174.720183,229.8041563,266.8098067,277.3601228,18520.3394,12639.2286,7737.484395,2496.241105,18787.52,12717.52,7923.52,2969.37,106,55,29,9,56,1185,296.6271516,20,447,171.9987516,6,130,69.6992884,No Lapse
792687,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,61,59-66,FEMALE,467.71904,598.11136,0,0,4677.1904,2990.5568,0,0,-3786,2704,0,0,10,5,0,0,0,0,374.175232,0,0,0,0,0,0,3 Month Lapsed
792688,WB,N,N,GOLD   ,BRAMPTON,Canada,48,43-50,MALE  ,832.43594,832.43594,832.43594,0,832.43594,832.43594,832.43594,0,549.34,549.34,549.34,0,1,1,1,0,0,0,66.5948752,0,0,66.5948752,0,0,0,1 Month Lapsed
792693,WB,Y,N,SILVER ,BRAMPTON,Canada,68,67-74,FEMALE,284.7361595,335.64,0,0,10535.2379,1006.92,0,0,-3071,984,0,0,37,3,0,0,6,195,647.819032,0,0,0,0,0,0,3 Month Lapsed
792694,WB,Y,N,GOLD   ,TORONTO,Canada,69,67-74,FEMALE,434.310418,171.0510574,225.3060821,256.7122033,13897.93338,2907.867975,1577.142575,770.13661,11310.03,1925.03,1064.03,1501.33,32,17,7,3,4,85,1026.83467,4,85,41.171406,2,50,11.6109288,No Lapse
792695,WB,N,Y,GOLD   ,ETOBICOKE,Canada,27,27-34,MALE  ,265.667975,286.59633,219.1921167,219.1921167,2656.67975,1432.98165,657.57635,657.57635,5719.27,2796.27,1085.27,1085.27,10,5,3,3,6,175,37.53438,2,50,2.606108,2,50,2.606108,No Lapse
792703,WB,Y,N,GOLD   ,BRAMPTON,Canada,50,43-50,FEMALE,693.6066412,694.479925,498.80105,528.5267,11791.3129,8333.7591,2992.8063,1057.0534,18122.24,9707.24,6099.24,2461.19,17,12,6,2,16,390,553.305032,4,105,134.424504,2,30,54.564272,No Lapse
792704,WB,N,N,GOLD   ,MISSISSAUGA,Canada,61,59-66,MALE  ,234.7292421,285.7823983,465.154195,465.154195,1643.104695,857.347195,465.154195,465.154195,4252.37,2168.37,1721.37,1721.37,7,3,1,1,0,0,131.4483756,0,0,37.2123356,0,0,37.2123356,No Lapse
792713,WB,Y,N,SILVER ,MISSISSAUGA,Canada,48,43-50,MALE  ,131.9859473,141.3454249,140.5841092,140.2482969,17554.13099,9611.488894,4498.691494,1823.22786,18979.26,10220.26,4859.26,1838.7,133,68,32,13,25,1047,357.3304795,5,248,111.8953195,1,86,59.8582288,No Lapse
792715,WB,Y,N,SILVER ,MISSISSAUGA,Canada,65,59-66,FEMALE,388.3337,0,0,0,388.3337,0,0,0,-1071,0,0,0,1,0,0,0,0,0,31.066696,0,0,0,0,0,0,6 Month Lasped
792718,WB,Y,Y,GOLD   ,YORK,Canada,63,59-66,MALE  ,165.8131005,158.5269167,146.9685673,130.0964631,17742.00175,9036.034252,4702.994152,1691.25402,13706.64,7185.64,3453.64,1296.85,107,57,32,13,58,1331,88.36014016,11,277,99.23953216,5,125,10.3003216,No Lapse
792723,WB,Y,N,GOLD   ,BRAMPTON,Canada,67,67-74,MALE  ,248.1581093,291.7350286,217.6738246,189.898069,17122.90955,11669.40115,3047.433545,1898.98069,20837.79,13261.79,5375.79,2984.83,69,40,14,10,18,562,807.8327636,3,102,141.7946836,2,80,71.9184552,No Lapse
792733,WB,N,N,REWARDS,MARKHAM,Canada,61,59-66,MALE  ,432.9177,432.9177,0,0,432.9177,432.9177,0,0,1197,1197,0,0,1,1,0,0,0,0,34.633416,0,0,0,0,0,0,3 Month Lapsed
792737,WB,Y,Y,GOLD   ,RICHMOND HILL,Canada,57,51-58,MALE  ,716.401867,852.367974,828.9769233,208.73092,7164.01867,4261.83987,2486.93077,208.73092,8178.67,4224.67,3605.67,1004.45,10,5,3,1,3,120,453.1214936,1,15,183.9544616,1,15,1.6984736,No Lapse
